Landcat,Area_2016_m2,Area_2017_m2,Area_2018_m2,Area_2019_m2,Area_2020_m2,Area_2021_m2,Area_2022_m2,Area_2023_m2,Area_2024_m2,Area_2025_m2,Area_2026_m2,Area_2027_m2,Area_2028_m2,Area_2029_m2,Area_2030_m2,Area_2031_m2,Area_2032_m2,Area_2033_m2,Area_2034_m2,Area_2035_m2,Area_2036_m2,Area_2037_m2,Area_2038_m2,Area_2039_m2,Area_2040_m2,Area_2041_m2,Area_2042_m2,Area_2043_m2,Area_2044_m2,Area_2045_m2,Area_2046_m2,Area_2047_m2,Area_2048_m2,Area_2049_m2,Area_2050_m2
80359906,0,0,-75600,57600,0,0,0,0,0,-57600,-137700,-129600,0,0,0,0,0,0,0,0,-64800,0,0,-129600,-72900,0,-64800,0,0,0,0,0,0,-72900,0
80358104,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0,0,0,0,-21600,0,0,0,16200,0,0,0,0,0,0,-16200,0,0,0,0,0
80359810,0,0,0,0,0,0,0,0,0,0,0,27900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80358106,0,0,0,0,0,-64800,0,0,0,0,0,64800,0,-64800,0,0,0,0,-64800,0,0,0,126000,0,0,0,0,0,0,-126000,0,100800,0,0,0
80358110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21600,0,0,0
80099206,0,-129600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64800,0,0,0,0,-57600,0,-57600
80359210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80358106,0,18900,0,0,0,0,0,0,-18900,0,0,0,0,0,0,0,0,0,0,0,0,0,22500,0,4500,18900,0,0,0,-22500,0,-4500,-18900,0,0
80149808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80149908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80144008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80319906,0,-271800,-75600,-367200,-324900,-285300,-527400,-40500,-6300,-129600,-64800,0,-387000,0,0,-241200,-187200,-122400,-57600,-235800,-283500,-387900,-123300,-137700,-441900,-184500,-129600,-57600,-210600,-378000,-57600,-101700,-113400,-122400,-29700
80314006,0,-573300,-428400,-435600,-333000,-562500,-527400,-797400,0,-544500,-252000,-610200,-382500,-277200,-496800,-361800,-219600,-205200,-244800,-334800,-558000,-214200,-236700,-180000,161100,-130500,-51300,-252900,-375300,-382500,-562500,-288000,-315000,-155700,-502200
80319906,0,72000,-57600,4500,0,180000,0,-57600,0,0,0,0,-57600,0,0,57600,0,0,0,0,64800,0,0,0,86400,0,0,0,0,0,497700,64800,0,0,316800
80315006,0,0,0,0,0,0,0,-57600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64800,0,0,0
80319006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80314004,0,-32400,-900,-16200,0,-129600,0,-7200,0,-17100,-64800,0,-35100,-26100,0,-13500,-35100,0,0,0,-24300,0,-2700,0,0,0,0,0,-7200,0,0,-45000,0,0,-2700
80319903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80319803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80314003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-900,-2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80319904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3600,0,0,0,0,0,-8100,0,0,0,-21600,0,0,0,0,0,0,-1800,0,0
80319004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80319808,0,0,0,0,0,0,0,18000,0,0,0,47700,0,0,0,0,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400
80314008,0,0,0,0,0,0,0,-18000,0,0,0,-47700,0,0,0,0,-5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14400
80311006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80311004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80149804,0,0,0,0,0,-13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64800,0,0,0,0,0,0,0,0,0,0,0
80119007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119806,0,64800,0,64800,64800,0,0,0,0,64800,0,0,129600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80319802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80319812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64800,0,0,0
80359812,0,0,65700,57600,0,28800,0,0,0,0,79200,0,64800,0,64800,0,0,0,0,64800,0,0,0,0,120600,0,18900,0,64800,0,131400,0,9000,0,0
80359904,0,0,-4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80351006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72900,0
80394006,0,-37382400,-28787400,-21786300,-30064500,-13107600,-12213900,-11898000,-6963300,-11097900,6317100,4388400,4482000,8059500,3500100,4620600,4488300,2808000,1101600,5925600,12096900,15463800,12139200,14785200,16610400,-10355400,-14742000,-10736100,-14003100,-14292900,-22929300,-19688400,-22354200,-23732100,-17199900
80351004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80399906,0,37684800,29370600,21996000,29776500,12851100,12098700,11637900,6580800,11105100,-6317100,-4308300,-4409100,-8010000,-3738600,-4482900,-4618800,-2790000,-1028700,-6051600,-12096900,-14883300,-11966400,-14858100,-16495200,10355400,14931900,10858500,14067900,14472900,22374000,19235700,22549500,23994000,17019900
80394008,0,-1748700,-1885500,-1538100,-3677400,-1092600,-986400,-536400,-410400,-1250100,415800,645300,324000,952200,131400,106200,480600,-27000,128700,-207000,1236600,1278000,1785600,1088100,662400,-644400,-892800,-1797300,-810000,-2116800,-2711700,-1692900,-1921500,-3834900,-1235700
80399808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80399806,0,0,0,0,0,64800,0,0,57600,0,0,57600,0,0,0,0,0,0,64800,0,0,0,0,0,64800,0,0,0,0,0,0,64800,0,0,0
80399908,0,1748700,1935900,1578600,3677400,1464300,1044000,536400,525600,1250100,-415800,-645300,-324000,-765000,-131400,-106200,-480600,81000,-63900,144900,-1236600,-1278000,-1785600,-1088100,-662400,644400,963000,1797300,810000,2181600,2646900,1307700,1921500,3890700,1300500
80394002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80399902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359904,0,0,0,0,0,0,0,0,-20700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80399006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80355012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64800,0,0,0
80399906,0,-244800,-445500,-243000,360000,134100,122400,137700,382500,-7200,0,-72900,0,-122400,238500,57600,0,122400,0,57600,0,-400500,0,-122400,-122400,0,-129600,-122400,0,-57600,555300,387900,-64800,-187200,180000
80399904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80394004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80398106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72900,0,0,0,0,0,0,0,0,0,0,0
80391004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80391006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-57600,-180000,0,0,0,0,0,0,0,0,0,-72900,-64800,0
80359206,0,0,0,-64800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64800,-64800,0
80359806,0,58500,0,64800,0,0,0,-58500,0,0,0,0,0,0,0,0,0,0,0,-1800,0,0,0,0,0,0,0,0,0,55800,0,0,0,0,0
80359804,0,3600,0,0,0,0,0,-3600,0,0,0,0,0,0,0,0,0,0,0,-1800,0,0,0,0,0,0,0,0,0,9000,0,0,0,0,0
80399004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80395006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80399908,0,0,-50400,0,0,-306900,0,0,-57600,0,0,0,0,-187200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64800,64800,385200,0,0,-64800
80399904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80398106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80358107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80398108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80398108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80399804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80358108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80359812,0,2700,0,0,0,0,0,-2700,0,0,0,0,64800,0,0,0,0,0,-64800,-54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80399806,0,-57600,-137700,33300,-72000,57600,-7200,122400,-57600,0,0,-64800,-72900,72900,0,-195300,130500,-140400,-64800,68400,0,-122400,7200,122400,-57600,0,-60300,0,-64800,-122400,0,0,-57600,-9900,0
80399808,0,0,0,-40500,0,-64800,-57600,0,-57600,0,0,0,0,0,0,0,0,-54000,-64800,62100,0,0,0,0,0,0,-70200,0,0,0,0,0,0,-55800,0
80111001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80111006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80111007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80111008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80118101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80118102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80118106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80118107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80118108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80118106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80118108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80118106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80114002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64800,0,0,0,0,0,0,0,0,0,0,0
80114006,0,-1465200,-3165300,-2987100,-2675700,-1789200,-2990700,-2152800,-2313900,-1269900,962100,118800,252000,202500,22500,195300,-89100,380700,216000,-362700,1490400,1182600,-432900,918900,-1123200,-115200,-490500,-936000,-1823400,-2445300,-1692000,-3189600,-3100500,-2268900,-2959200
80114007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80114008,0,-2111400,-908100,-1110600,-611100,-130500,-738900,-31500,0,0,50400,-204300,0,80100,0,-57600,-235800,-438300,-43200,-126900,-171900,0,-562500,-531000,25200,0,-1326600,-601200,-2275200,0,-714600,-1160100,-743400,-292500,-677700
80115001,0,0,0,0,0,-3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80115002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80115006,0,-1292400,-2277900,-1997100,-3733200,-761400,-1795500,-612000,-1347300,-3096900,0,-374400,0,-122400,-713700,-187200,-381600,-217800,0,0,-375300,-693000,-691200,-736200,0,-815400,-562500,-882000,-757800,-458100,-1426500,-2817900,-1166400,-3477600,-1197900
80298101,0,-64800,64800,-54000,0,0,-122400,0,-34200,-64800,-504000,-145800,0,70200,-6300,57600,64800,504000,900,0,-33300,6300,57600,-57600,0,209700,-134100,89100,0,0,115200,0,0,175500,0
80115007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80115008,0,0,-44100,-64800,-767700,0,0,0,0,-522000,0,0,0,0,0,0,-900,-12600,0,0,0,0,0,-28800,0,0,0,-633600,0,-356400,0,-7200,-57600,-149400,-474300
80299810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80298101,0,-244800,0,0,231300,0,0,64800,302400,0,0,-77400,0,0,-20700,0,-117900,0,77400,0,-97200,20700,0,-12600,-44100,0,0,97200,-161100,0,130500,44100,0,-72900,-56700
80295001,0,-1369800,-719100,-641700,-1379700,-299700,-1080000,-444600,-1065600,-315900,-440100,-57600,-80100,-64800,-48600,-495900,-170100,0,0,-183600,-199800,-351900,-174600,-457200,-144900,-459900,-594900,-130500,-360000,-162000,-627300,-598500,-620100,-669600,-1259100
80298101,0,244800,-64800,0,-231300,0,122400,-64800,-302400,64800,504000,223200,0,-70200,0,0,50400,-504000,-13500,0,109800,0,0,72900,44100,-209700,119700,-162000,161100,57600,-188100,-44100,0,-46800,56700
80294001,0,0,-57600,0,0,0,-57600,-25200,0,0,0,0,0,0,0,0,0,-51300,0,0,0,0,0,0,0,0,0,0,-57600,-57600,0,0,0,0,0
80299901,0,1079100,756000,438300,844200,14400,772200,342900,728100,315900,294300,0,80100,64800,-53100,40500,-19800,51300,0,0,192600,351900,102600,399600,-7200,459900,341100,72900,279900,39600,222300,483300,620100,542700,1133100
80299906,0,1889100,2394900,3308400,2007000,1170900,120600,487800,320400,1067400,121500,-195300,-5400,309600,-62100,-222300,-42300,-14400,-122400,371700,248400,40500,266400,-355500,22500,558900,411300,496800,1238400,1294200,1036800,1160100,708300,1188900,1503900
80298101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299806,0,292500,8100,509400,132300,-158400,126000,187200,31500,-138600,115200,-164700,40500,233100,84600,226800,-318600,138600,309600,-228600,-302400,260100,-188100,-72900,425700,317700,329400,191700,137700,0,27000,-210600,57600,-57600,164700
80291001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299806,0,727200,57600,119700,676800,496800,857700,475200,367200,628200,642600,577800,324900,735300,364500,496800,693000,520200,569700,845100,764100,854100,700200,447300,865800,666900,749700,929700,447300,534600,928800,701100,1493100,670500,953100
80119901,0,21600,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299901,0,338400,20700,279000,315900,170100,189000,126900,371700,0,145800,57600,0,0,0,0,0,0,0,3600,0,0,0,0,94500,0,244800,0,0,57600,95400,57600,0,20700,126000
80298111,0,0,-10800,0,0,0,0,0,0,0,0,0,0,0,-11700,0,0,0,0,0,0,11700,0,0,0,0,0,0,0,0,0,0,0,0,0
80298111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64800,0,0,0,0,0,0,0,0,0,0,0
80299801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80295011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80294011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299801,0,17100,-64800,-3600,154800,57600,176400,0,-17100,0,0,0,0,-46800,101700,300600,187200,0,-202500,180000,-7200,-260100,-165600,0,57600,0,-35100,54000,137700,64800,52200,57600,-129600,64800,0
80299011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299001,0,0,64800,-18000,64800,57600,0,0,17100,0,0,0,0,46800,0,97200,2700,0,137700,0,14400,260100,180000,57600,0,0,44100,0,0,0,199800,0,129600,0,0
80299911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80291011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80295007,0,-17100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299007,0,0,-50400,0,-57600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45900,7200,0,0,-223200,0,0,0,0,0,0,0,57600,0
80298101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,0,2700,0,0,0,20700,-27000,0,-2700,0,0,14400,-20700,0,0,0,0,0,-14400,0
80295004,0,0,0,0,0,0,0,0,0,-30600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299904,0,-30600,0,-2700,0,0,0,0,0,30600,0,0,0,0,-3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12600,0,0,0,0,0
80298104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64800,-18000,0,0,0,12600,0,0,0,-57600,0
80299907,0,17100,50400,0,0,0,0,0,0,0,0,0,0,0,-2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80294007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299907,0,0,0,0,57600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-45900,0,0,0,223200,-57600,0,0,0,0,0,0,0,0
80119906,0,389700,547200,260100,21600,508500,137700,453600,408600,168300,-782100,49500,-381600,-765000,-303300,-382500,136800,-271800,-548100,-57600,-1641600,-1255500,-894600,-1977300,-1818000,64800,0,513900,64800,309600,433800,264600,1197000,263700,750600
80298107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64800,0,0,0,0,0,0,0,0,0,0
80299804,0,30600,0,2700,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,18000,0,0,0,0,0,0,0,57600,0
80295003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80294004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80294003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80291007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80298107,0,0,-54000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80299807,0,0,54000,0,0,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,-7200,0,0,0,57600,0,0,0,0,0,0,-57600,0
80299811,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119908,0,0,0,0,235800,0,0,0,0,18900,-50400,0,0,-137700,0,57600,900,12600,0,0,-45000,0,0,-48600,-66600,0,0,32400,0,0,21600,0,0,-32400,0
80298106,0,0,0,0,-36000,0,0,0,0,0,23400,37800,0,12600,0,0,0,-23400,-2700,0,5400,0,0,0,0,-35100,2700,-18000,26100,0,0,0,0,-2700,900
80298111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11700,0,0,0,0,0,0,-11700,0,0,0,0,0,0,0,0,0,0,0,0,0
80119901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80119906,0,2584800,5083200,4788900,6322500,2229300,4706100,2498400,3382200,4198500,-180000,328500,0,684900,994500,374400,333900,108900,396900,420300,526500,765900,2018700,1672200,2941200,865800,1053000,1304100,2581200,2658600,2684700,5807700,3142800,5475600,3521700
80119907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
